id,uid,date,attendance,time_valid,date_valid,neutral_site,conference_competition,play_by_play_available,recent,start_date,broadcast,highlights,notes_type,notes_headline,broadcast_market,broadcast_name,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_conference_id,home_score,home_winner,home_current_rank,home_linescores,home_records,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_conference_id,away_score,away_winner,away_current_rank,away_linescores,away_records,game_id,season,season_type,week,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_address_country,venue_indoor,status_type_alt_detail
242972005,s:20~l:23~e:242972005~c:242972005,2004-10-23T19:05Z,0,True,False,False,False,False,False,2004-10-23T19:05Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2005,s:20~l:23~t:2005,Air Force,Falcons,AF,Air Force Falcons,Air Force,003594,ffffff,True,3713,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,17,24,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 10.0, 'displayValue': '10', 'period': 2}
 {'value': 0.0, 'displayValue': '0', 'period': 3}
 {'value': 14.0, 'displayValue': '14', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '3-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",252,s:20~l:23~t:252,BYU,Cougars,BYU,BYU Cougars,BYU,0047ba,002e5d,True,3801,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,4,41,True,99,"[{'value': 3.0, 'displayValue': '3', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 21.0, 'displayValue': '21', 'period': 3}
 {'value': 17.0, 'displayValue': '17', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '4-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '3-1'}]",242972005,2004,2,9,3713,Falcon Stadium,USAF Academy,CO,USA,False,
242972655,s:20~l:23~e:242972655~c:242972655,2004-10-23T19:30Z,0,True,False,False,False,False,False,2004-10-23T19:30Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2655,s:20~l:23~t:2655,Tulane,Green Wave,TULN,Tulane Green Wave,Tulane,006747,418fde,True,4729,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,151,59,True,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 17.0, 'displayValue': '17', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 28.0, 'displayValue': '28', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '2-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '0-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '1-3'}]",5,s:20~l:23~t:5,UAB,Blazers,UAB,UAB Blazers,UAB,1a5632,fdb913,True,7221,https://a.espncdn.com/i/teamlogos/ncaa/500/5.png,151,55,False,99,"[{'value': 14.0, 'displayValue': '14', 'period': 1}
 {'value': 17.0, 'displayValue': '17', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 21.0, 'displayValue': '21', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '5-2'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '3-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '3-1'}]",242972655,2004,2,9,3493,Caesars Superdome,New Orleans,LA,USA,True,
242970204,s:20~l:23~e:242970204~c:242970204,2004-10-23T20:00Z,0,True,False,False,False,True,False,2004-10-23T20:00Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,204,s:20~l:23~t:204,Oregon State,Beavers,ORST,Oregon State Beavers,Oregon St,dc4405,000000,True,3893,https://a.espncdn.com/i/teamlogos/ncaa/500/204.png,9,38,True,99,"[{'value': 10.0, 'displayValue': '10', 'period': 1}
 {'value': 14.0, 'displayValue': '14', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '3-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",265,s:20~l:23~t:265,Washington State,Cougars,WSU,Washington State Cougars,Washington St,a60f2d,4d4d4d,True,3820,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,9,19,False,99,"[{'value': 3.0, 'displayValue': '3', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 9.0, 'displayValue': '9', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '3-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '0-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '1-3'}]",242970204,2004,2,9,3893,Reser Stadium,Corvallis,OR,USA,False,
242972226,s:20~l:23~e:242972226~c:242972226,2004-10-23T20:00Z,0,True,False,False,False,False,False,2004-10-23T20:00Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2226,s:20~l:23~t:2226,Florida Atlantic,Owls,FAU,Florida Atlantic Owls,FAU,003366,cc0000,True,3715,https://a.espncdn.com/i/teamlogos/ncaa/500/2226.png,32,13,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 13.0, 'displayValue': '13', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '5-1'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '0-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '5-0'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '0-0'}]",2433,s:20~l:23~t:2433,Louisiana Monroe,Warhawks,ULM,Louisiana Monroe Warhawks,UL Monroe,840029,fdb913,False,3817,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,37,17,True,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 10.0, 'displayValue': '10', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '3-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '1-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '1-1'}]",242972226,2004,2,9,,,,,,,
242970276,s:20~l:23~e:242970276~c:242970276,2004-10-23T20:30Z,0,True,False,False,False,False,False,2004-10-23T20:30Z,,[],event,,,,1,STD,28.0,0:28,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,276,s:20~l:23~t:276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,00b140,000000,True,3775,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png,15,48,True,99,"[{'value': 14.0, 'displayValue': '14', 'period': 1}
 {'value': 14.0, 'displayValue': '14', 'period': 2}
 {'value': 14.0, 'displayValue': '14', 'period': 3}
 {'value': 6.0, 'displayValue': '6', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '4-3'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-0'}]",2084,s:20~l:23~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,005bbb,ffffff,True,3965,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,15,14,False,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 0.0, 'displayValue': '0', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '1-7'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '1-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '0-5'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '1-5'}]",242970276,2004,2,9,3775,Joan C. Edwards Stadium,Huntington,WV,USA,False,
242970024,s:20~l:23~e:242970024~c:242970024,2004-10-23T21:00Z,0,True,False,False,False,True,False,2004-10-23T21:00Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,24,s:20~l:23~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,8c1515,ffffff,True,3940,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,1,13,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 3.0, 'displayValue': '3', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '4-3'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '3-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",2483,s:20~l:23~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,00934b,fff41b,True,3626,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,5,16,True,99,"[{'value': 3.0, 'displayValue': '3', 'period': 1}
 {'value': 3.0, 'displayValue': '3', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '4-3'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '3-1'}]",242970024,2004,2,9,3940,Stanford Stadium,Stanford,CA,USA,False,
242970309,s:20~l:23~e:242970309~c:242970309,2004-10-23T21:00Z,0,True,False,False,False,False,False,2004-10-23T21:00Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,309,s:20~l:23~t:309,Louisiana,Ragin' Cajuns,ULL,Louisiana Ragin' Cajuns,Louisiana,ce181e,000000,True,3666,https://a.espncdn.com/i/teamlogos/ncaa/500/309.png,37,27,True,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 17.0, 'displayValue': '17', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '4-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '3-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-4'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",2032,s:20~l:23~t:2032,Arkansas State,Red Wolves,ARST,Arkansas State Red Wolves,Arkansas State,cc092f,000000,True,3625,https://a.espncdn.com/i/teamlogos/ncaa/500/2032.png,37,24,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 7.0, 'displayValue': '7', 'period': 2}
 {'value': 10.0, 'displayValue': '10', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '2-6'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '1-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-5'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",242970309,2004,2,9,3666,Our Lady of Lourdes Stadium,Lafayette,LA,USA,False,
242972006,s:20~l:23~e:242972006~c:242972006,2004-10-23T22:00Z,0,True,False,False,False,False,False,2004-10-23T22:00Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2006,s:20~l:23~t:2006,Akron,Zips,AKR,Akron Zips,Akron,041e42,c5b783,True,3768,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,15,35,True,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 14.0, 'displayValue': '14', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '4-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-1'}]",2050,s:20~l:23~t:2050,Ball State,Cardinals,BALL,Ball State Cardinals,Ball State,ba0c2f,ffffff,True,3919,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,15,23,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 7.0, 'displayValue': '7', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 13.0, 'displayValue': '13', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '1-7'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '1-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '0-5'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '1-4'}]",242972006,2004,2,9,,,,,,,
242970167,s:20~l:23~e:242970167~c:242970167,2004-10-23T22:30Z,0,True,False,False,False,False,False,2004-10-23T22:30Z,,[],event,,home,ESPN College Extra,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,167,s:20~l:23~t:167,New Mexico,Lobos,UNM,New Mexico Lobos,New Mexico,ba0c2f,a7a8aa,True,3971,https://a.espncdn.com/i/teamlogos/ncaa/500/167.png,17,19,True,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 10.0, 'displayValue': '10', 'period': 2}
 {'value': 2.0, 'displayValue': '2', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '4-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",21,s:20~l:23~t:21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego St,a6192e,000000,True,7311,https://a.espncdn.com/i/teamlogos/ncaa/500/21.png,17,9,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 2.0, 'displayValue': '2', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '2-5'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '0-4'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '0-3'}]",242970167,2004,2,9,3971,University Stadium (NM),Albuquerque,NM,USA,False,
242970193,s:20~l:23~e:242970193~c:242970193,2004-10-23T23:00Z,0,True,False,False,False,False,False,2004-10-23T23:00Z,,[],event,,home,ESPN College Extra,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,193,s:20~l:23~t:193,Miami (OH),RedHawks,M-OH,Miami (OH) RedHawks,Miami (OH),c41230,ffffff,True,3996,https://a.espncdn.com/i/teamlogos/ncaa/500/193.png,15,43,True,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 20.0, 'displayValue': '20', 'period': 2}
 {'value': 9.0, 'displayValue': '9', 'period': 3}
 {'value': 14.0, 'displayValue': '14', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '5-3'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '4-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-1'}]",2116,s:20~l:23~t:2116,UCF,Knights,UCF,UCF Knights,UCF,000000,b4a169,True,3652,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,15,7,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 7.0, 'displayValue': '7', 'period': 2}
 {'value': 0.0, 'displayValue': '0', 'period': 3}
 {'value': 0.0, 'displayValue': '0', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '0-7'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '0-3'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '0-4'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '0-4'}]",242970193,2004,2,9,3996,Yager Stadium,Oxford,OH,USA,False,
242970249,s:20~l:23~e:242970249~c:242970249,2004-10-23T23:00Z,0,True,False,False,False,False,False,2004-10-23T23:00Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,249,s:20~l:23~t:249,North Texas,Mean Green,UNT,North Texas Mean Green,North Texas,068f33,ffffff,True,3825,https://a.espncdn.com/i/teamlogos/ncaa/500/249.png,37,36,True,99,"[{'value': 9.0, 'displayValue': '9', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 14.0, 'displayValue': '14', 'period': 3}
 {'value': 13.0, 'displayValue': '13', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '3-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '3-0'}]",166,s:20~l:23~t:166,New Mexico State,Aggies,NMSU,New Mexico State Aggies,New Mexico St,7e141b,231f20,True,3601,https://a.espncdn.com/i/teamlogos/ncaa/500/166.png,37,26,False,99,"[{'value': 7.0, 'displayValue': '7', 'period': 1}
 {'value': 0.0, 'displayValue': '0', 'period': 2}
 {'value': 8.0, 'displayValue': '8', 'period': 3}
 {'value': 11.0, 'displayValue': '11', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '2-5'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '0-4'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-1'}]",242970249,2004,2,9,,,,,,,
242972132,s:20~l:23~e:242972132~c:242972132,2004-10-23T23:00Z,0,True,False,False,False,False,False,2004-10-23T23:00Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2132,s:20~l:23~t:2132,Cincinnati,Bearcats,CIN,Cincinnati Bearcats,Cincinnati,000000,e00122,True,3854,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,4,49,True,99,"[{'value': 21.0, 'displayValue': '21', 'period': 1}
 {'value': 14.0, 'displayValue': '14', 'period': 2}
 {'value': 7.0, 'displayValue': '7', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '3-4'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",235,s:20~l:23~t:235,Memphis,Tigers,MEM,Memphis Tigers,Memphis,004991,8e908f,True,3805,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,151,10,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 3.0, 'displayValue': '3', 'period': 2}
 {'value': 0.0, 'displayValue': '0', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '5-2'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '3-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '2-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",242972132,2004,2,9,3854,Nippert Stadium,Cincinnati,OH,USA,False,
242972572,s:20~l:23~e:242972572~c:242972572,2004-10-23T23:00Z,0,True,False,False,False,False,False,2004-10-23T23:00Z,,[],event,,home,ESPN College Extra,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2572,s:20~l:23~t:2572,Southern Miss,Golden Eagles,USM,Southern Miss Golden Eagles,Southern Miss,ffc72c,231f20,True,3815,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,37,51,True,99,"[{'value': 14.0, 'displayValue': '14', 'period': 1}
 {'value': 35.0, 'displayValue': '35', 'period': 2}
 {'value': 0.0, 'displayValue': '0', 'period': 3}
 {'value': 2.0, 'displayValue': '2', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '5-1'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '2-0'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '3-1'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '4-0'}]",151,s:20~l:23~t:151,East Carolina,Pirates,ECU,East Carolina Pirates,East Carolina,582c83,ffc72c,True,3699,https://a.espncdn.com/i/teamlogos/ncaa/500/151.png,151,10,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 3.0, 'displayValue': '3', 'period': 2}
 {'value': 0.0, 'displayValue': '0', 'period': 3}
 {'value': 7.0, 'displayValue': '7', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '1-5'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '1-2'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '0-3'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '1-3'}]",242972572,2004,2,9,3815,M. M. Roberts Stadium,Hattiesburg,MS,USA,False,
242972628,s:20~l:23~e:242972628~c:242972628,2004-10-23T23:00Z,0,True,False,False,False,False,False,2004-10-23T23:00Z,,[],event,,,,1,STD,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,2628,s:20~l:23~t:2628,TCU,Horned Frogs,TCU,TCU Horned Frogs,TCU,4d1979,ffffff,True,3616,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,4,34,True,99,"[{'value': 3.0, 'displayValue': '3', 'period': 1}
 {'value': 7.0, 'displayValue': '7', 'period': 2}
 {'value': 14.0, 'displayValue': '14', 'period': 3}
 {'value': 10.0, 'displayValue': '10', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '4-3'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '3-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '1-2'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '2-2'}]",248,s:20~l:23~t:248,Houston,Cougars,HOU,Houston Cougars,Houston,c8102e,ffffff,True,4728,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png,4,27,False,99,"[{'value': 0.0, 'displayValue': '0', 'period': 1}
 {'value': 6.0, 'displayValue': '6', 'period': 2}
 {'value': 3.0, 'displayValue': '3', 'period': 3}
 {'value': 18.0, 'displayValue': '18', 'period': 4}]","[{'name': 'overall', 'abbreviation': 'Game', 'type': 'total', 'summary': '1-6'}
 {'name': 'Home', 'abbreviation': None, 'type': 'home', 'summary': '1-1'}
 {'name': 'Road', 'abbreviation': None, 'type': 'road', 'summary': '0-5'}
 {'name': 'vs. Conf.', 'abbreviation': None, 'type': 'vsconf', 'summary': '1-3'}]",242972628,2004,2,9,3616,Amon G. Carter Stadium,Fort Worth,TX,USA,False,
